"QID","eidrparty"
"Q121126492","10.5237/4D99-A3CF"
"Q121126669","10.5237/69C9-7CE2"
"Q121143728","10.5237/DBDF-9334"
"Q121143838","10.5237/0F8F-B243"
"Q121143836","10.5237/1D14-4E6C"
"Q121143850","10.5237/749C-39AC"
"Q121143977","10.5237/FB13-814B"
"Q121144048","10.5237/BD70-C525"
"Q121144140","10.5237/0E32-BC98"
"Q121144199","10.5237/454B-805D"
"Q121223496","10.5237/21A7-ABED"
"Q121223582","10.5237/044E-BD2F"
"Q121271015","10.5237/017D-2BF7"
"Q121271059","10.5237/0D53-43EE"
"Q121271094","10.5237/0BCB-179F"
"Q121271203","10.5237/9AD8-F3DD"
"Q121271399","10.5237/571C-5CDB"
"Q121298960","10.5237/F3ED-721D"
"Q121299120","10.5237/3963-A7D9"
"Q121299466","10.5237/6C10-7FC9"
"Q121315146","10.5237/4DE8-D604"
"Q121315205","10.5237/BE05-4F3A"
"Q121337321","10.5237/2450-980C"
"Q121337337","10.5237/107A-74F2"
"Q121337349","10.5237/F1E6-883D"
"Q121337559","10.5237/3E1B-3539"
"Q121357727","10.5237/50DC-43E1"
"Q121357756","10.5237/E710-C468"
"Q121358054","10.5237/7038-4EF2"
"Q304878","10.5237/6E80-403E"
"Q1938797","10.5237/DFAC-E825"
"Q3321009","10.5237/A7F9-D5FF"
"Q3331002","10.5237/4ABC-B406"
"Q3363246","10.5237/CA74-8837"
"Q3368732","10.5237/4E37-9920"
"Q3866664","10.5237/B570-2ACE"
"Q3875639","10.5237/FF04-2330"
"Q3881062","10.5237/A419-9E74"
"Q6794184","10.5237/EABF-DC99"
"Q6805440","10.5237/E728-8DB2"
"Q6858916","10.5237/079B-9DA5"
"Q6873560","10.5237/4E52-B88A"
"Q7006678","10.5237/5E9D-A3C4"
"Q7015142","10.5237/B5DD-235E"
"Q7018547","10.5237/F54C-8F1B"
"Q7021311","10.5237/7C22-194F"
"Q7038304","10.5237/A373-DC9E"
"Q7059518","10.5237/2490-FC88"
"Q7114148","10.5237/1C4A-3320"
"Q7131686","10.5237/DC32-2333"
"Q9049760","10.5237/658F-E5E0"
"Q10955986","10.5237/AB27-FBDE"
"Q15211001","10.5237/3530-8AF8"
"Q16253349","10.5237/2ABB-EB0A"
"Q16999846","10.5237/6D20-7174"
"Q17056375","10.5237/35C8-9EE9"
"Q17083140","10.5237/A475-9D9E"
"Q17343307","10.5237/32F8-6A1C"
"Q18180858","10.5237/8F01-E643"
"Q18180861","10.5237/2B3D-5068"
"Q22093521","10.5237/A84F-73B7"
"Q22247592","10.5237/8185-8B5B"
"Q24298819","10.5237/C7F6-9DAA"
"Q24806916","10.5237/720E-0882"
"Q25230602","10.5237/4907-C9B7"
"Q25266072","10.5237/DB01-627A"
"Q25292136","10.5237/7FAD-8D3A"
"Q48969572","10.5237/CCB9-59B2"
"Q51880129","10.5237/EE4D-361D"
"Q52433375","10.5237/66C4-E3E7"
"Q61401323","10.5237/862C-F200"
"Q65092082","10.5237/545C-6D8D"
"Q85769683","10.5237/56A9-0188"
"Q98039558","10.5237/DC0D-5574"
"Q114052869","10.5237/505B-9930"
"Q121034752","10.5237/78F3-1859"
"Q121034933","10.5237/45CB-3CB7"
"Q121035240","10.5237/55F6-1A3E"
"Q121035383","10.5237/D82F-F97F"
"Q121035455","10.5237/B21B-9F2F"
"Q121035744","10.5237/4DFC-944F"
"Q121035917","10.5237/F78E-5A95"
"Q121035994","10.5237/38FD-BBC5"
"Q121040095","10.5237/9B19-01B8"
"Q121057979","10.5237/68D3-184F"
"Q121058103","10.5237/D463-F5B6"
"Q121058110","10.5237/970A-A38D"
"Q121078870","10.5237/AD43-B204"
"Q121078973","10.5237/FF4E-1E92"
"Q121086144","10.5237/44D0-EF25"
"Q121086188","10.5237/D41D-14B7"
"Q121086217","10.5237/FAD7-EDDE"
"Q121091019","10.5237/4258-3E49"
"Q121091099","10.5237/D24E-A0C5"
"Q121091361","10.5237/2D5E-A79E"
"Q121126552","10.5237/05AE-D26C"
"Q121126616","10.5237/4C60-EEB0"
"Q121126741","10.5237/9862-2DC2"
"Q121126789","10.5237/EB33-2F00"
"Q121143699","10.5237/C527-D3FE"
"Q121143704","10.5237/076B-3B68"
"Q121143905","10.5237/13C6-2C75"
"Q121144060","10.5237/44D4-8318"
"Q121144102","10.5237/CEA4-C61B"
"Q121144165","10.5237/07E4-F7B7"
"Q121222536","10.5237/B5F1-062E"
"Q121223161","10.5237/09E1-6653"
"Q121270883","10.5237/34DF-AC81"
"Q121271086","10.5237/5DB5-1DB0"
"Q121271197","10.5237/4F41-60AA"
"Q121299192","10.5237/294D-D01C"
"Q121299245","10.5237/EA95-0D6E"
"Q121299472","10.5237/FB4C-EB29"
"Q121299500","10.5237/E045-D8D9"
"Q121314944","10.5237/E77F-5BE7"
"Q121315635","10.5237/863E-4E35"
"Q121337024","10.5237/1E25-DAF0"
"Q121337139","10.5237/2C62-6F49"
"Q121337223","10.5237/632D-88F3"
"Q121337227","10.5237/B27A-B077"
"Q121337271","10.5237/D762-A313"
"Q121337278","10.5237/BF51-A736"
"Q121337288","10.5237/6D65-C90D"
"Q121337342","10.5237/40AC-1C67"
"Q121337464","10.5237/41DA-53D8"
"Q121337529","10.5237/F02E-00B3"
"Q121357460","10.5237/2F11-4329"
"Q121357641","10.5237/CD38-5003"
"Q122998881","10.5237/E8BE-D5A0"
"Q1433745","10.5237/89BD-8589"
"Q1574218","10.5237/103B-E8B8"
"Q3122953","10.5237/395B-D5B8"
"Q3129183","10.5237/9C60-57DD"
"Q3138577","10.5237/1478-B96F"
"Q3177524","10.5237/B4E7-5438"
"Q3178829","10.5237/4B6B-7D71"
"Q3503539","10.5237/5133-7253"
"Q3776139","10.5237/3A9A-24F0"
"Q5610650","10.5237/4D11-FD93"
"Q5641523","10.5237/8CD5-0683"
"Q5712086","10.5237/2C14-EF25"
"Q5875948","10.5237/4D0F-8F14"
"Q6016549","10.5237/E957-95E0"
"Q6047285","10.5237/411D-4CFE"
"Q6083450","10.5237/C45E-7933"
"Q16254360","10.5237/44CB-4B1B"
"Q16848850","10.5237/E1D3-733E"
"Q16994936","10.5237/6B7A-1660"
"Q16996606","10.5237/0AE0-E7A2"
"Q17335626","10.5237/5E94-2479"
"Q17335653","10.5237/4932-ECA9"
"Q17343437","10.5237/796D-3E8A"
"Q17345505","10.5237/0CD8-9750"
"Q17371375","10.5237/1753-FD1F"
"Q17415951","10.5237/9675-96D8"
"Q20978743","10.5237/7337-F5BA"
"Q21100226","10.5237/B668-7217"
"Q24251285","10.5237/8763-FCFD"
"Q24843224","10.5237/153A-3727"
"Q24849199","10.5237/48A4-1EC4"
"Q25081510","10.5237/8202-9557"
"Q25082757","10.5237/73B4-D45A"
"Q25267477","10.5237/4C99-4D13"
"Q25271242","10.5237/1E26-80B0"
"Q25350109","10.5237/82C5-81C9"
"Q25561579","10.5237/7BA1-BF28"
"Q25713808","10.5237/7838-3AA3"
"Q38851304","10.5237/A4BE-71E8"
"Q63919750","10.5237/97E8-0308"
"Q72550320","10.5237/F2BC-1A85"
"Q88876181","10.5237/D1DD-531A"
"Q89783315","10.5237/B913-11BE"
"Q114040225","10.5237/1261-630A"
"Q117468465","10.5237/86F5-ABB0"
"Q121034390","10.5237/7BD7-FDE5"
"Q121034564","10.5237/63EB-07D7"
"Q121034595","10.5237/5FCC-2331"
"Q121034849","10.5237/560A-9A1A"
"Q121035098","10.5237/EF5A-9CF7"
"Q121035285","10.5237/D50F-6443"
"Q121035448","10.5237/6E2F-7E06"
"Q121035479","10.5237/2049-4D4C"
"Q121035746","10.5237/9757-CDB9"
"Q121036024","10.5237/3A9A-3F18"
"Q121057975","10.5237/CD6D-901A"
"Q121078750","10.5237/57C9-6147"
"Q121078970","10.5237/E219-FBE9"
"Q121086016","10.5237/1E64-4050"
"Q121091094","10.5237/63B9-997F"
"Q121091117","10.5237/1A4C-6BA6"
"Q121091122","10.5237/178C-F953"
"Q121091433","10.5237/802F-E402"
"Q121091430","10.5237/9A3E-1A9B"
"Q121126280","10.5237/2BA9-109A"
"Q121126876","10.5237/980F-7004"
"Q121126954","10.5237/EF08-79AE"
"Q121143567","10.5237/24C1-7321"
"Q121143642","10.5237/F313-77D9"
"Q121143685","10.5237/65CB-7D4B"
"Q121143809","10.5237/771A-1ADF"
"Q121143942","10.5237/4085-D077"
"Q121143964","10.5237/4318-F3F7"
"Q121159993","10.5237/5FC9-A628"
"Q121160039","10.5237/0070-362D"
"Q121222598","10.5237/F961-BBEF"
"Q121222732","10.5237/B5BD-AB2D"
"Q121222743","10.5237/53CA-173B"
"Q121223261","10.5237/95FA-565F"
"Q121223287","10.5237/4BDF-4D8B"
"Q121223342","10.5237/BF84-93F7"
"Q121223442","10.5237/7FE0-FE0C"
"Q121223515","10.5237/3668-C155"
"Q121270607","10.5237/E81C-926C"
"Q121270633","10.5237/A12B-47E9"
"Q121270912","10.5237/F772-7180"
"Q121270975","10.5237/D606-EBDC"
"Q121271026","10.5237/69F8-75AA"
"Q121271144","10.5237/7593-C293"
"Q121271139","10.5237/D697-4C42"
"Q121271331","10.5237/A7F4-1C41"
"Q121298720","10.5237/E89E-E3BE"
"Q121298852","10.5237/77E6-C2A0"
"Q121298913","10.5237/BF92-AA84"
"Q121299168","10.5237/EA2B-011E"
"Q121299536","10.5237/5618-CA34"
"Q121315163","10.5237/033C-A0BE"
"Q121315249","10.5237/CB71-EEAB"
"Q121315520","10.5237/E664-F08C"
"Q121337207","10.5237/0C3D-D053"
"Q121337327","10.5237/648A-CA38"
"Q121337411","10.5237/1DA5-98D3"
"Q121357734","10.5237/E7F6-4825"
"Q121357771","10.5237/2DEF-B6DD"
"Q122950120","10.5237/D75F-C711"
"Q492725","10.5237/2441-C12D"
"Q644711","10.5237/986C-AE20"
"Q1399331","10.5237/2E50-60EB"
"Q1416899","10.5237/238A-7477"
"Q1421572","10.5237/1B98-EB30"
"Q1485801","10.5237/0F26-3172"
"Q5419397","10.5237/AAF3-4EB2"
"Q5422887","10.5237/27E9-3340"
"Q5433853","10.5237/E40F-EF10"
"Q5446074","10.5237/D3EE-E0F6"
"Q5448957","10.5237/0F70-E3B8"
"Q5448978","10.5237/297E-4A32"
"Q5453219","10.5237/FA75-5AE7"
"Q5463918","10.5237/77B7-7A24"
"Q5473190","10.5237/36B5-7252"
"Q5501189","10.5237/DC0A-A038"
"Q5506301","10.5237/553C-6142"
"Q5527238","10.5237/C147-6E70"
"Q5575218","10.5237/3A63-1265"
"Q5582745","10.5237/51FF-4C42"
"Q15809664","10.5237/0568-07DB"
"Q16979609","10.5237/A10C-C9B5"
"Q16993353","10.5237/4AE0-E1F5"
"Q17105373","10.5237/D38B-1D4E"
"Q17335567","10.5237/50DF-67FE"
"Q17387146","10.5237/1EF8-868A"
"Q18196446","10.5237/97F7-9A0E"
"Q21593055","10.5237/9D13-E474"
"Q21888019","10.5237/DA3E-2F9D"
"Q25288772","10.5237/551C-4BF5"
"Q25352772","10.5237/6BB4-3166"
"Q25354810","10.5237/44F9-D8DF"
"Q25796511","10.5237/07F7-0C9F"
"Q62056477","10.5237/A15C-4467"
"Q72088427","10.5237/F1B4-FA8A"
"Q72200360","10.5237/AC46-4349"
"Q91329074","10.5237/4673-23A0"
"Q97943647","10.5237/6573-D2C3"
"Q121034340","10.5237/7E60-2A35"
"Q121034502","10.5237/6D90-0DA2"
"Q121034621","10.5237/700F-FAFE"
"Q121034816","10.5237/6319-F332"
"Q121034921","10.5237/B482-EDB8"
"Q121035024","10.5237/62C3-1D9F"
"Q121035043","10.5237/4A47-8123"
"Q121035064","10.5237/5213-6FB2"
"Q121035186","10.5237/FF3C-A8E8"
"Q121035227","10.5237/49E1-B41F"
"Q121035563","10.5237/7915-0DF7"
"Q121035610","10.5237/B846-0C30"
"Q121035682","10.5237/3010-A59A"
"Q121035720","10.5237/EC45-94BD"
"Q121035726","10.5237/D549-0564"
"Q121035903","10.5237/8C08-64C5"
"Q121035946","10.5237/875C-388E"
"Q121078892","10.5237/8C4A-ACC2"
"Q121079076","10.5237/57E4-E35B"
"Q121079264","10.5237/EA51-79B6"
"Q121079397","10.5237/5C13-4C0F"
"Q121086203","10.5237/C1F1-B880"
"Q121091055","10.5237/E346-7DDA"
"Q121091104","10.5237/A9E9-9509"
"Q121091401","10.5237/1D93-6DF0"
"Q121126321","10.5237/7323-33DC"
"Q121126803","10.5237/6286-4AB7"
"Q121126963","10.5237/597E-B049"
"Q121144091","10.5237/CE12-6AD5"
"Q121144136","10.5237/D99A-15C4"
"Q121159871","10.5237/71D3-9C3A"
"Q121159934","10.5237/E405-7A33"
"Q121222505","10.5237/1C27-92F5"
"Q121222631","10.5237/927F-600C"
"Q121222706","10.5237/1795-14E4"
"Q121223112","10.5237/9EE3-B79B"
"Q121223389","10.5237/F7D6-925B"
"Q121270802","10.5237/8502-F79F"
"Q121270839","10.5237/7EF0-BEE5"
"Q121270891","10.5237/D643-4160"
"Q121271267","10.5237/3291-FC42"
"Q121271407","10.5237/E22F-29B9"
"Q121299108","10.5237/4C95-2FDD"
"Q121299408","10.5237/3C12-DCF8"
"Q121314943","10.5237/14AB-8CF7"
"Q121314981","10.5237/A35E-7AA4"
"Q121315132","10.5237/9695-0AB8"
"Q121315385","10.5237/84EA-658A"
"Q121315569","10.5237/EB30-282A"
"Q121315655","10.5237/41A3-DF8F"
"Q121336983","10.5237/B150-E670"
"Q121337116","10.5237/7AA5-C8EF"
"Q121357471","10.5237/907A-ED58"
"Q121357509","10.5237/5840-B63B"
"Q121357737","10.5237/ADED-1D23"
"Q2107384","10.5237/594E-C006"
"Q3368737","10.5237/AF59-2E42"
"Q3422434","10.5237/F89E-6DA5"
"Q3461319","10.5237/E7A1-7E17"
"Q7142727","10.5237/6A1C-8FC8"
"Q7168754","10.5237/DA64-FD13"
"Q7193947","10.5237/25F0-9CC3"
"Q7195048","10.5237/2715-3E6D"
"Q7229554","10.5237/52CA-490A"
"Q7250809","10.5237/847C-7264"
"Q7251925","10.5237/10AD-6498"
"Q7263277","10.5237/6C6D-12C0"
"Q7282737","10.5237/05F3-01B3"
"Q7284877","10.5237/837C-B130"
"Q7294167","10.5237/9EB4-4C8D"
"Q7298403","10.5237/F1A4-F4AF"
"Q7339672","10.5237/F5BB-BC0B"
"Q7355120","10.5237/605A-4542"
"Q7391860","10.5237/3F12-A26D"
"Q7397072","10.5237/6BFF-3B76"
"Q11997302","10.5237/D1CC-8B1D"
"Q14474500","10.5237/CFCA-56F7"
"Q15242622","10.5237/5D2B-D0FF"
"Q16672700","10.5237/09E4-3F59"
"Q17092663","10.5237/5D26-0408"
"Q17142345","10.5237/D413-1908"
"Q17335679","10.5237/ED3A-6E81"
"Q17343522","10.5237/F14E-97D0"
"Q17343527","10.5237/036D-CD7C"
"Q17386885","10.5237/755E-360A"
"Q18168039","10.5237/5FF9-E4DF"
"Q19960498","10.5237/B81A-DB71"
"Q20874209","10.5237/4DD8-7CF4"
"Q21647383","10.5237/CADD-11E5"
"Q22999963","10.5237/1E46-8D72"
"Q24817457","10.5237/3795-2D36"
"Q25267478","10.5237/6E25-8D9B"
"Q25655621","10.5237/A331-9936"
"Q25659094","10.5237/CBA9-4038"
"Q25713834","10.5237/0416-B2EB"
"Q54958752","10.5237/8427-2245"
"Q56605581","10.5237/EA9F-271D"
"Q56811135","10.5237/6993-186C"
"Q57315094","10.5237/857A-57F7"
"Q64572603","10.5237/63F9-2D63"
"Q65504686","10.5237/38CA-F8CD"
"Q85519318","10.5237/D895-D3DD"
"Q97371693","10.5237/13A6-FA66"
"Q111215075","10.5237/D70D-35C9"
"Q119628842","10.5237/F3A6-41B5"
"Q121034578","10.5237/9171-5821"
"Q123459429","10.5237/BACF-FCFC"
"Q115895","10.5237/3386-515F"
"Q129110","10.5237/768F-8B9C"
"Q129110","10.5237/AEBC-5C1B"
"Q191158","10.5237/E342-C485"
"Q201275","10.5237/C84A-62CF"
"Q214683","10.5237/F95B-DEEC"
"Q262386","10.5237/A2A3-479C"
"Q367300","10.5237/8DAA-602D"
"Q383342","10.5237/4A51-74BD"
"Q512858","10.5237/C866-8874"
"Q640786","10.5237/1196-E4C6"
"Q641746","10.5237/72A9-EF6D"
"Q648034","10.5237/023C-AB1D"
"Q651120","10.5237/ABD6-AD00"
"Q662081","10.5237/54A0-F6FF"
"Q676498","10.5237/9737-37D2"
"Q689021","10.5237/6EAB-879A"
"Q700133","10.5237/6BBC-E053"
"Q734401","10.5237/F772-B70E"
"Q781183","10.5237/BEBA-B533"
"Q785697","10.5237/A475-A734"
"Q875920","10.5237/5574-BEE2"
"Q922857","10.5237/6CF6-C908"
"Q1102919","10.5237/827F-8E89"
"Q1152955","10.5237/9B9D-5BBF"
"Q1160868","10.5237/47F6-B8C5"
"Q1190356","10.5237/FDCB-58C9"
"Q1243548","10.5237/D846-80A8"
"Q1319610","10.5237/F0A7-AD2C"
"Q1321379","10.5237/35E0-123E"
"Q1344736","10.5237/7981-322E"
"Q1415344","10.5237/4A6C-1CB3"
"Q1474307","10.5237/5CC1-97A6"
"Q1535788","10.5237/91EF-788F"
"Q1544011","10.5237/9F70-EF4A"
"Q1630304","10.5237/526D-445D"
"Q1643241","10.5237/76DB-E9D9"
"Q1665206","10.5237/EFEB-37B4"
"Q1868978","10.5237/CAAF-23D8"
"Q2059104","10.5237/ADDC-7DDA"
"Q2138792","10.5237/64BB-0537"
"Q2621941","10.5237/2D3D-EA6F"
"Q2864832","10.5237/1C87-34D0"
"Q2876680","10.5237/F26D-3DC4"
"Q3067892","10.5237/211A-502B"
"Q3072557","10.5237/72BD-5474"
"Q3117481","10.5237/6950-7A0E"
"Q3232637","10.5237/B1D7-07E5"
"Q3323969","10.5237/F0E0-6910"
"Q3361558","10.5237/1054-9E88"
"Q3506554","10.5237/70EC-2E8A"
"Q3538403","10.5237/4F42-7BBA"
"Q3649554","10.5237/7EDE-66B9"
"Q3677221","10.5237/EAA3-0CEF"
"Q3745392","10.5237/7F50-F4EE"
"Q3784765","10.5237/F7FC-81BA"
"Q3886493","10.5237/1481-5A39"
"Q3933698","10.5237/CF0B-A8EF"
"Q3940534","10.5237/E2A1-8D8B"
"Q4454107","10.5237/2B1D-7F8A"
"Q4912005","10.5237/7031-8317"
"Q5012265","10.5237/9891-1E22"
"Q5120635","10.5237/1C0E-C585"
"Q5380451","10.5237/3D01-81DE"
"Q5508101","10.5237/74ED-2E60"
"Q6047285","10.5237/27E2-6F89"
"Q6407480","10.5237/F6C8-7B98"
"Q6490698","10.5237/104E-95B2"
"Q6718457","10.5237/D4B9-0FCA"
"Q6820724","10.5237/13A7-0423"
"Q6917750","10.5237/16B6-43D4"
"Q6941451","10.5237/EB57-AD76"
"Q6953258","10.5237/C6B6-1E5D"
"Q7015366","10.5237/6D81-1688"
"Q7247697","10.5237/86DC-9EAC"
"Q7308101","10.5237/71F3-897F"
"Q7670576","10.5237/7D92-6216"
"Q7907096","10.5237/B90D-3429"
"Q7919769","10.5237/BECD-5A88"
"Q7923503","10.5237/104B-2F7A"
"Q9763057","10.5237/79B9-6202"
"Q10498468","10.5237/BACF-FCFC"
"Q10684843","10.5237/A81F-8903"
"Q13361863","10.5237/6E33-2B12"
"Q15477071","10.5237/33A3-9FDF"
"Q16033080","10.5237/C0F2-1E4B"
"Q18395323","10.5237/A8A4-B445"
"Q21178813","10.5237/4F92-1F92"
"Q39059408","10.5237/AC1F-F3B6"
"Q50574942","10.5237/F2A5-1E18"
"Q55616907","10.5237/D1CC-1557"
"Q61218418","10.5237/C4BD-C53F"
"Q8073","10.5237/5C21-B470"
"Q90887909","10.5237/5435-C2D1"
"Q95148451","10.5237/7DFC-9479"
"Q116243155","10.5237/9FAF-4E95"
"Q119812380","10.5237/AF63-B641"
"Q121035212","10.5237/8C5D-33C7"
"Q121034895","10.5237/0302-66DA"
"Q121270649","10.5237/4A10-EE06"
"Q121357122","10.5237/F5DE-858D"
"Q123142043","10.5237/BCD4-902E"
"Q123142049","10.5237/9203-66C3"
"Q123142330","10.5237/6AEF-FD36"
"Q123142338","10.5237/BDEB-4887"
"Q123142357","10.5237/08D3-30EC"
"Q123142364","10.5237/3418-C354"
"Q123142398","10.5237/F439-1635"
"Q123142429","10.5237/10C1-2639"
"Q123142446","10.5237/4253-4F91"
"Q123458806","10.5237/A215-AF28"
"Q123458811","10.5237/61BC-83AF"
"Q123458808","10.5237/4967-E10C"
"Q123458815","10.5237/3F0C-AD9E"
"Q123458813","10.5237/E5D1-5373"
"Q123458819","10.5237/6B5C-26F5"
"Q123458817","10.5237/3258-650B"
"Q123458823","10.5237/BBDA-A4C6"
"Q123458821","10.5237/68B6-CF6B"
"Q123458826","10.5237/9EE0-B484"
"Q123458830","10.5237/1052-AC1B"
"Q123458828","10.5237/EB47-F7E4"
"Q123458831","10.5237/0D93-4DC7"
"Q123458835","10.5237/1FF5-006C"
"Q123458838","10.5237/9F73-B1A5"
"Q123458836","10.5237/A407-98A2"
"Q123458853","10.5237/8B29-8D66"
"Q123458865","10.5237/F7D8-DF45"
"Q123458870","10.5237/C5DF-F2EA"
"Q123458883","10.5237/86CF-2C09"
"Q123459288","10.5237/B702-7473"
"Q122549","10.5237/0A74-1913"
"Q192557","10.5237/EC4F-3866"
"Q278637","10.5237/2438-D76D"
"Q363022","10.5237/13A8-87DF"
"Q362280","10.5237/4290-FF2E"
"Q501070","10.5237/CFA0-333E"
"Q651454","10.5237/A195-5AC9"
"Q657816","10.5237/C65E-4997"
"Q774682","10.5237/53C2-B532"
"Q947354","10.5237/2EFA-B915"
"Q971446","10.5237/38F4-47DB"
"Q1012251","10.5237/023E-CA3C"
"Q1022955","10.5237/6DFF-4187"
"Q1033465","10.5237/1ED8-EDA3"
"Q1093997","10.5237/2536-AA69"
"Q1146587","10.5237/D40A-6FD5"
"Q1188369","10.5237/FAF4-24E8"
"Q1281891","10.5237/CBC0-24B9"
"Q1424253","10.5237/8E59-6550"
"Q1433745","10.5237/5520-710C"
"Q1530721","10.5237/AEFD-DF63"
"Q1664688","10.5237/C036-8056"
"Q1803714","10.5237/0437-29F8"
"Q1811880","10.5237/81F5-F80E"
"Q2117148","10.5237/5093-BFBC"
"Q2216535","10.5237/D3E2-05C6"
"Q2945566","10.5237/AA91-1BC5"
"Q3003832","10.5237/EFF2-F434"
"Q3025447","10.5237/A942-9F4B"
"Q3053254","10.5237/AD45-F060"
"Q3067564","10.5237/E975-1892"
"Q3546604","10.5237/BABE-E7EB"
"Q3929491","10.5237/7716-E002"
"Q4353192","10.5237/38B3-71BE"
"Q4930244","10.5237/4C78-56EC"
"Q4972541","10.5237/91A8-718D"
"Q5009262","10.5237/63EF-D83C"
"Q5297281","10.5237/E052-C381"
"Q5597985","10.5237/6FE1-E2D8"
"Q5889461","10.5237/2F5A-83E6"
"Q6555926","10.5237/66C8-02C7"
"Q7180920","10.5237/4877-CE1E"
"Q7439005","10.5237/98AD-D260"
"Q7839822","10.5237/6F02-9FFF"
"Q8962119","10.5237/0CBC-63B1"
"Q10301418","10.5237/C7E0-5164"
"Q10319190","10.5237/5C9C-BF8A"
"Q10748653","10.5237/9366-92F9"
"Q11435784","10.5237/FF06-3784"
"Q11945882","10.5237/EC8C-0871"
"Q13403877","10.5237/3470-4659"
"Q14928077","10.5237/3C77-4272"
"Q16056309","10.5237/7386-862C"
"Q17067015","10.5237/46F1-7CFD"
"Q20001329","10.5237/D4E4-03EE"
"Q22806811","10.5237/C20A-FA98"
"Q24843191","10.5237/E882-022F"
"Q51378601","10.5237/836D-2075"
"Q56072313","10.5237/C0B8-2F71"
"Q94580518","10.5237/7009-B4F0"
"Q111200447","10.5237/369E-524F"
"Q121034246","10.5237/05EF-6BC8"
"Q121034453","10.5237/A01C-6266"
"Q121034458","10.5237/D374-9956"
"Q121034505","10.5237/CECC-2D22"
"Q121034534","10.5237/F4C0-FBD1"
"Q121034563","10.5237/91B2-5AEE"
"Q121034666","10.5237/DEAA-8D1D"
"Q121035054","10.5237/44E1-F82E"
"Q121035091","10.5237/AB36-70D4"
"Q121035232","10.5237/19DB-996B"
"Q121035413","10.5237/B59D-8FD4"
"Q121035507","10.5237/F9D0-80B4"
"Q121035883","10.5237/2B93-393A"
"Q121035940","10.5237/0A7D-8D54"
"Q121035958","10.5237/C38A-913F"
"Q121078784","10.5237/6E5F-049E"
"Q121078997","10.5237/DC8C-AF17"
"Q121079550","10.5237/68CB-0C55"
"Q121086022","10.5237/D511-A363"
"Q121086040","10.5237/222F-DA6B"
"Q121086136","10.5237/93BC-FFCB"
"Q121091049","10.5237/85E5-2144"
"Q121091067","10.5237/ADAD-2C28"
"Q121091161","10.5237/1FF6-8958"
"Q121091464","10.5237/ABBF-58AC"
"Q121126203","10.5237/5D89-0C55"
"Q121126205","10.5237/4F11-AFA1"
"Q121126232","10.5237/EE63-5CCD"
"Q121126797","10.5237/2821-6FBC"
"Q121126890","10.5237/215C-BC63"
"Q121126917","10.5237/510C-75C9"
"Q121143609","10.5237/2CED-A98B"
"Q121143898","10.5237/438C-C82D"
"Q121144045","10.5237/2F69-B836"
"Q121144059","10.5237/0560-794F"
"Q121159768","10.5237/FABE-14CD"
"Q121159843","10.5237/B02F-5011"
"Q121159879","10.5237/995B-DB56"
"Q121160038","10.5237/6505-0EE3"
"Q121222595","10.5237/D95B-2400"
"Q121222780","10.5237/E263-ACE7"
"Q121223040","10.5237/A86C-E2E3"
"Q121223154","10.5237/516C-91DC"
"Q121223430","10.5237/35BB-F23C"
"Q121223572","10.5237/DC9B-A759"
"Q121223588","10.5237/39AE-CDEC"
"Q121270803","10.5237/2328-E5AA"
"Q121271182","10.5237/3909-AB1A"
"Q121271411","10.5237/D246-D620"
"Q121298927","10.5237/86B5-B9F9"
"Q121299109","10.5237/BDA8-3CA8"
"Q121299552","10.5237/34AA-7142"
"Q121314997","10.5237/7FE4-938B"
"Q121337017","10.5237/AC5A-93AB"
"Q121337104","10.5237/F952-CD2E"
"Q121337313","10.5237/E209-25E7"
"Q121357515","10.5237/D194-9CB2"
"Q121357705","10.5237/5C28-13ED"
"Q122951191","10.5237/1488-2EEA"
"Q122998910","10.5237/A20E-BC17"
"Q462288","10.5237/73EB-8056"
"Q2812139","10.5237/3D04-FBCC"
"Q3010012","10.5237/83ED-DFAF"
"Q3476213","10.5237/3E8F-E7F7"
"Q7416898","10.5237/227B-5BA3"
"Q7457177","10.5237/FA29-3552"
"Q7490307","10.5237/C4B6-7983"
"Q7497365","10.5237/8F39-A682"
"Q7508494","10.5237/1C62-EBB1"
"Q7536483","10.5237/2241-5866"
"Q7548638","10.5237/232F-DD65"
"Q7553796","10.5237/FB84-AD16"
"Q7605244","10.5237/A22D-B98E"
"Q7675087","10.5237/AF4F-E8CE"
"Q7706165","10.5237/2373-1F5F"
"Q7754169","10.5237/6E0D-0E97"
"Q15242616","10.5237/4385-8CBD"
"Q17088415","10.5237/C8B7-C31F"
"Q17093024","10.5237/C694-9DBC"
"Q17093193","10.5237/6D41-A05A"
"Q17295709","10.5237/E5C5-47AF"
"Q17295785","10.5237/B0B2-3C68"
"Q17305116","10.5237/254F-15AF"
"Q17335633","10.5237/882E-20A0"
"Q17335645","10.5237/AA05-5D3B"
"Q17335732","10.5237/4038-16FB"
"Q17385899","10.5237/1AC8-6C32"
"Q17386674","10.5237/95CC-96D2"
"Q20859663","10.5237/5242-3DA2"
"Q24737548","10.5237/24CA-E927"
"Q24849470","10.5237/5259-647A"
"Q25289813","10.5237/2605-0237"
"Q25577221","10.5237/EB7A-0402"
"Q25917011","10.5237/C8A9-5C9C"
"Q25929166","10.5237/75F6-2C79"
"Q30174965","10.5237/2B16-A8DC"
"Q56346598","10.5237/CFEC-B1DA"
